definition_wn,answer_wn,label,predicted_label,predicted_probability,definition,answer,surface,def_num_usable_synsets,ans_num_usable_synsets,distractor_source,cos_w1clue_w1all,cos_w1clue_w1common,cos_w1clue_w1obscure,cos_w1clue_w2all,cos_w1clue_w2common,cos_w1clue_w2obscure,wn_rel_hypernym,wn_rel_hypernym_of_hypernym,wn_rel_hypernym_of_hyponym,wn_rel_hyponym,wn_rel_hyponym_of_hypernym,wn_rel_hyponym_of_hyponym,wn_rel_hyponym_of_part_holonym,wn_rel_hyponym_of_part_meronym,wn_rel_member_meronym,wn_rel_member_meronym_of_member_holonym,wn_rel_part_holonym,wn_rel_part_holonym_of_hypernym,wn_rel_part_holonym_of_hyponym,wn_rel_part_holonym_of_part_meronym,wn_rel_part_meronym,wn_rel_part_meronym_of_hypernym,wn_rel_part_meronym_of_hyponym,wn_rel_substance_meronym,wn_rel_substance_meronym_of_hyponym,wn_rel_synonym,wn_max_path_sim,wn_shared_synset_count,surface_edit_distance,surface_length_ratio,surface_shared_first_letter,surface_char_overlap_ratio
expect,think,0,1,0.675,Expect,AWAIT,Expect a comedian to include spot of ambiguity,6,1,think,0.8965508937835693,0.8268691301345825,0.7281126976013184,0.5617018342018127,0.22234587371349335,0.392936646938324,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6,0.8333333333333334,0,0.1111111111111111
dances,waltzing,0,1,0.88,dances,SALSAS,Something saucy succeeded in dances,7,1,waltzing,0.8366737365722656,0.9082064032554626,0.6781318783760071,0.646636962890625,0.6466371417045593,0.646636962890625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,7,0.75,0,0.16666666666666666
number,cardinal_number,0,1,0.565,Number,ANAESTHETIST,"Number one at hiding these, it's criminal",17,1,cardinal_number,0.843648374080658,0.6810886859893799,0.6602271795272827,0.759436845779419,0.7594369053840637,0.759437084197998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,9,0.4,0,0.5
in_truth,in_all_likelihood,0,1,0.545,in truth,HONESTLY,"Pious in retreat? On the contrary, in truth",1,2,in_all_likelihood,0.6422260403633118,0.6422260999679565,0.6422260999679565,0.4944080710411072,0.4944082498550415,0.4944082498550415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,13,0.47058823529411764,1,0.3076923076923077
hardened,seasoned,0,1,0.55,Hardened,STEELED,Hardened hack tying up loose ends,10,2,seasoned,0.8124129772186279,0.5836718082427979,0.7649179697036743,0.7796223163604736,0.6840540766716003,0.5240747928619385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,5,1.0,0,0.5
accused,denigrated,0,1,0.68,accused,SUSPECT,PC uses reconstruction to get time for accused,3,6,denigrated,0.6897504329681396,0.7584066987037659,0.6843697428703308,0.4857374429702759,0.4523950219154358,0.4918312430381775,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,0.7,0,0.2727272727272727
fought,contend,0,1,0.87,Fought,WRESTLED,"Fought women, relaxed about right of appeal",4,4,contend,0.8173409700393677,0.804262638092041,0.7037243843078613,0.6147566437721252,0.36489033699035645,0.6427600979804993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,6,0.8571428571428571,0,0.2
debate,confab,0,1,0.51,debate,DELIBERATE,Planned debate,6,4,confab,0.7528491020202637,0.8434131145477295,0.5856432914733887,0.6913906335830688,0.7217167615890503,0.6308236718177795,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,1.0,0,0.2222222222222222
ban,interdict,0,1,0.675,Ban,TABU,Ban in street a busker,9,4,interdict,0.7345401048660278,0.6904914379119873,0.6162489056587219,0.6021170616149902,0.2744940519332886,0.40974584221839905,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,9,0.3333333333333333,0,0.1111111111111111
last,even,0,1,0.73,Last,CONTINUE,"Last upset for EU undermining two-thirds of Europe, maybe",21,10,even,0.781988263130188,0.5583286285400391,0.7252976894378662,0.4494163691997528,0.4800676107406616,0.3694230318069458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,1.0,0,0.0
washing,seeding,0,1,0.56,washing,SHOWERING,Ex-foreign secretary wears small girdle for washing,15,5,seeding,0.691185474395752,0.7742389440536499,0.7759648561477661,0.43730098009109497,0.4175114035606384,0.4142324924468994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,1.0,0,0.4444444444444444
changes,decline,0,1,0.635,changes,MENOPAUSES,"Soldiers use soap, all lathered up, for changes",20,1,decline,0.6743113994598389,0.5255818367004395,0.5738065242767334,0.48390161991119385,0.44652920961380005,0.23787933588027954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,1.0,0,0.3
reasonable,prudent,0,1,0.52,Reasonable,MODERATE,Reasonable cost of fashion?,3,10,prudent,0.8361237645149231,0.7857586145401001,0.7390684485435486,0.5286062359809875,0.5286062359809875,0.5286062359809875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.7,0,0.25
dance,nautch,0,1,0.86,dance,RUMBA,Odd drop of brandy before a dance,7,4,nautch,0.7122979164123535,0.7474108338356018,0.5172548294067383,0.6820437908172607,0.6820437908172607,0.6820437908172607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4,0.8333333333333334,0,0.375
trimmed,edged,0,1,0.585,trimmed,NEATENED,A number want sandwiches trimmed,10,2,edged,0.824207067489624,0.798482358455658,0.8076741099357605,0.6374598145484924,0.2095024585723877,0.6847009658813477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.7142857142857143,0,0.2857142857142857
demand,call,0,1,0.6,demand,EXACT,. On reflection dismiss court demand,11,4,call,0.68770831823349,0.8366729021072388,0.2481623739004135,0.4094356894493103,0.4475192427635193,0.3799337148666382,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.6666666666666666,0,0.14285714285714285
doubt,presupposing,0,1,0.71,doubt,SUSPENSE,American quiet in feeling doubt,4,3,presupposing,0.6924395561218262,0.7465622425079346,0.3674401044845581,0.3049073815345764,0.34897950291633606,0.2369244247674942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,11,0.4166666666666667,0,0.16666666666666666
fruit,consequences,0,1,0.785,Fruit,DAMSON,Fruit boy found behind barrier,5,1,consequences,0.5888136625289917,0.7703220844268799,0.4817766547203064,0.2815289795398712,0.2073984444141388,0.3003571629524231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,11,0.4166666666666667,0,0.09090909090909091
fabric,chemise,0,1,0.78,Fabric,TULLE,Fabric before all else that unskilled ladies like embroidering,2,1,chemise,0.5447912216186523,0.49419426918029785,0.37268733978271484,0.672724187374115,0.6375778913497925,0.6485499143600464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,6,0.8571428571428571,0,0.2
plant,seating,0,1,0.725,plant,DAHLIA,Had terrible trouble around plant,10,1,seating,0.6553888916969299,0.34377598762512207,0.2715380787849426,0.3577170968055725,0.30950531363487244,0.3400150537490845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.7142857142857143,0,0.3333333333333333
thinking,contemplation,0,1,0.73,Thinking,RATIONALE,"Thinking small amount allowed, bitter",15,1,contemplation,0.7396069765090942,0.7509771585464478,0.5038179159164429,0.4490679204463959,0.4311155080795288,0.43693000078201294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,11,0.6153846153846154,0,0.23076923076923078
fear,idolised,0,1,0.56,fear,DREAD,Head of department to study fear,8,3,idolised,0.5312564373016357,0.7302843332290649,0.20492956042289734,0.17144185304641724,0.1533408910036087,0.17763055860996246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.5,0,0.1111111111111111
plant,stock,0,1,0.82,plant,NARCISSUS,Drug agent is suspect plant,10,2,stock,0.6359059810638428,0.614273726940155,0.23970168828964233,0.6858949661254883,0.3970247209072113,0.5910741686820984,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,1.0,0,0.1111111111111111
official,invalid,0,1,0.81,official,AMBASSADOR,Graduates down in foreign capital upset official,7,2,invalid,0.668379008769989,0.7098973989486694,0.601815402507782,0.3651253879070282,0.3575332760810852,0.2933095693588257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.875,0,0.3333333333333333
gossip,acquaintance,0,1,0.51,gossip,TATTLER,King Edward possibly suppressing odd bits of talk and gossip,5,2,acquaintance,0.8156098127365112,0.7968629598617554,0.5995520353317261,0.5429384708404541,0.5687112808227539,0.4499613642692566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,11,0.5,0,0.08333333333333333
picture,illustrations,0,1,0.58,Picture,SCENE,Picture watched in the auditorium,12,10,illustrations,0.8487695455551147,0.882355809211731,0.8813667893409729,0.5993361473083496,0.6137088537216187,0.6306576728820801,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,11,0.5384615384615384,0,0.3333333333333333
correct,checks,0,1,0.51,Correct,REDRESS,Communists keeping resolution? Correct,12,3,checks,0.7190003991127014,0.38646435737609863,0.6769731640815735,0.4864925444126129,0.3355295956134796,0.38140547275543213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.8571428571428571,1,0.25
chicken_out,rescinds,0,1,0.595,chicken out,BACK DOWN,Support taking depressed chicken out?,1,2,rescinds,0.5581260919570923,0.5581260919570923,0.5581260919570923,0.5215563774108887,0.5215575695037842,0.5215563774108887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,9,0.7272727272727273,0,0.3076923076923077
keep,storing,0,1,0.51,Keep,MAINTAIN,Keep very good set of books penned by master,25,10,storing,0.8797566294670105,0.3126662075519562,0.6014417409896851,0.6541163325309753,0.6522311568260193,0.6257603168487549,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,7,0.5714285714285714,0,0.0
cut,macerated,0,1,0.505,Cut,AXE,Cut in tax expected,70,3,macerated,0.32606175541877747,0.5415512323379517,0.14931924641132355,0.14396819472312927,0.13566520810127258,0.16900427639484406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.3333333333333333,0,0.25
treatment,revision,0,1,0.505,treatment,THERAPY,Male brought in injured party for treatment,4,1,revision,0.7944343090057373,0.8680672645568848,0.5773612856864929,0.502604603767395,0.40292245149612427,0.3873419761657715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,7,0.8888888888888888,0,0.3
weapon,air_gun,0,1,0.535,Weapon,RIFLE,Weapon force used during upset,2,3,air_gun,0.9101207256317139,0.8813952803611755,0.7814491987228394,0.7853149175643921,0.7853149175643921,0.7853149175643921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.8571428571428571,0,0.18181818181818182
convent,casbah,0,1,0.52,convent,NUNNERY,Athlete losing head in New York convent,2,1,casbah,0.5920439958572388,0.6104198098182678,0.49287936091423035,0.4830392599105835,0.4830394983291626,0.4830394983291626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,6,0.8571428571428571,1,0.1
wine,sauternes,0,1,0.625,wine,RIOJA,One of The Simpsons in broadcast knocked back wine,4,1,sauternes,0.9156976938247681,0.8190953731536865,0.8607335090637207,0.7491059303283691,0.7491061687469482,0.7491059303283691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.4444444444444444,0,0.2222222222222222
path,watershed,0,1,0.54,path,TRAIL,"Taking right, follow  path",4,8,watershed,0.712803840637207,0.38435304164886475,0.7742283344268799,0.6636571288108826,0.6980089545249939,0.27283400297164917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.4444444444444444,0,0.3333333333333333
bold,vigorous,0,1,0.56,Bold,UNABASHED,Bold university dean excited about social gathering,4,1,vigorous,0.44910961389541626,0.3889217972755432,0.35488808155059814,0.3476729691028595,0.3549674451351166,0.32274454832077026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.5,0,0.1
band,fillet,0,1,0.705,Band,CHEVRON,Band opposing Ronald in support of revolutionary,15,2,fillet,0.6674594879150391,0.8503046035766602,0.3477829694747925,0.4172976016998291,0.3817823529243469,0.37551480531692505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.6666666666666666,0,0.0
train,schooling,0,1,0.68,train,GROUND,Go for train?,17,30,schooling,0.6211321949958801,0.8278661966323853,0.5196733474731445,0.2940737307071686,0.23433519899845123,0.33804014325141907,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,7,0.5555555555555556,0,0.18181818181818182
protective_covering,ornaments,0,1,0.585,protective covering,CARAPACE,Walk behind vehicle with a protective covering,2,1,ornaments,0.7371467351913452,0.7482247352600098,0.6595227718353271,0.7323020696640015,0.6865681409835815,0.6804097890853882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,17,0.47368421052631576,0,0.35714285714285715
true,actually,0,1,0.51,true,PLUMB,"Born under Victoria, true",15,9,actually,0.8955544829368591,0.7424215078353882,0.8910744786262512,0.5605741739273071,0.5255193710327148,0.517026424407959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.5,0,0.25
game,competition,0,1,0.53,game,HAZARD,Difficult to overcome South Africa in this game,13,6,competition,0.7914080619812012,0.7603936195373535,0.4669853746891022,0.6363359689712524,0.3772277235984802,0.5394172668457031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,9,0.36363636363636365,0,0.2
once_more,one-night_stand,0,1,0.665,Once more,ANEW,"Once more or less good, Nixon’s vice-president",1,1,one-night_stand,0.5439594984054565,0.5439594984054565,0.5439594984054565,0.5489335656166077,0.5285131931304932,0.5298455357551575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,12,0.6,1,0.26666666666666666
style,compass,0,1,0.57,style,V NECK,"Very new dress, head out in style",12,1,compass,0.8611561059951782,0.8993340730667114,0.14684894680976868,0.4902783930301666,0.2837023437023163,0.20069164037704468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,7,0.7142857142857143,0,0.1
cut,sealed,0,1,0.645,cut,IGNORE,Iodine applied to blood around new cut,70,5,sealed,0.5650233030319214,0.412202388048172,0.362834632396698,0.32831862568855286,0.30553317070007324,0.30649620294570923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.5,0,0.0
given,impart,0,1,0.895,Given,LENT,Given hand exchanging fine for term in prison,47,4,impart,0.7994503974914551,0.5994067192077637,0.6490162014961243,0.7739588022232056,0.7181270122528076,0.725929856300354,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,6,0.8333333333333334,0,0.1
critical,brutal,0,1,0.545,Critical,JUDGMENTAL,Critical note hidden in prison food isn’t half-eaten,7,1,brutal,0.7269606590270996,0.3328862190246582,0.3293988108634949,0.45796388387680054,0.4549705386161804,0.3885957598686218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,0.75,0,0.5
thrown,lobs,0,1,0.665,Thrown,FLOORED,Thrown – like a carpet?,17,3,lobs,0.8798284530639648,0.7975126504898071,0.652357816696167,0.7729781866073608,0.6828728914260864,0.6421289443969727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.6666666666666666,0,0.1111111111111111
get,receive,0,1,0.605,Get,COTTON ON,Get material for the Opposition leader close to election,37,1,receive,0.8287976980209351,0.865581750869751,0.3349773585796356,0.7849539518356323,0.8240039348602295,0.4905335605144501,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,3,6,0.42857142857142855,0,0.14285714285714285
not,contributes,0,1,0.69,not,UNAIRED,"Song penned by a French journalist, not previously broadcast",1,1,contributes,0.7941213846206665,0.7941211462020874,0.7941212058067322,0.46570536494255066,0.4030678868293762,0.34180504083633423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,9,0.2727272727272727,0,0.3
nothing,sweet_fanny_adams,0,1,0.905,nothing,LOVE,"It’s nothing, darling!",2,10,sweet_fanny_adams,0.8806650042533875,0.8782453536987305,0.8257250189781189,0.4766302704811096,0.4766302704811096,0.4766302704811096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,15,0.4117647058823529,0,0.13333333333333333
praise,encomiums,0,1,0.84,Praise,EULOGY,"Praise for reforming ugly, heartless ogre",3,2,encomiums,0.8669877052307129,0.7931287288665771,0.6552858352661133,0.7794776558876038,0.7794776558876038,0.7794776558876038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,0.6666666666666666,0,0.2727272727272727
restored,reinstated,0,1,0.515,Restored,REBUILT,Restored short rebus — it included 3rd of July,5,1,reinstated,0.6797792911529541,0.6146015524864197,0.6726051568984985,0.5559634566307068,0.4658315181732178,0.6044414043426514,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,0.8,1,0.5555555555555556
femme_fatale,sweethearts,0,1,0.55,femme fatale,SIREN,Father with new femme fatale,1,5,sweethearts,0.6453350782394409,0.6453350782394409,0.6453350782394409,0.5585042238235474,0.5314775109291077,0.614763617515564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,11,0.9166666666666666,0,0.2727272727272727
secure,save,0,1,0.59,secure,SAFE AND SOUND,Original uses of DNA might make this secure,11,1,save,0.6445111036300659,0.3924329876899719,0.34331947565078735,0.385673463344574,0.2602764368057251,0.3100249767303467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,0.6666666666666666,1,0.2857142857142857
afraid,embarks,0,1,0.82,Afraid,AGHAST,"Afraid of American husband? Like, hide in Guatemala!",4,1,embarks,0.7781791090965271,0.687272310256958,0.7749066352844238,0.4390118420124054,0.41902822256088257,0.4455937147140503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,0.8571428571428571,0,0.2
guard,keepers,0,1,0.515,Guard,ESCORT,Guard conquistador taking French art to the far west,14,6,keepers,0.7492908239364624,0.759577214717865,0.5793957710266113,0.745498776435852,0.730811595916748,0.7326864004135132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.7142857142857143,0,0.1111111111111111
vessel,phial,0,1,0.735,vessel,FRIGATE,Gear aboard large eastern vessel,3,2,phial,0.6028828024864197,0.4685802757740021,0.48148640990257263,0.41566553711891174,0.4156656265258789,0.41566553711891174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.8333333333333334,0,0.125
back,baulks,0,1,0.51,back,CHAMPION,Best player‘s back,28,6,baulks,0.7101907730102539,0.8128185868263245,0.13678447902202606,0.4536234140396118,0.5126059651374817,0.18137440085411072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3,0.6666666666666666,1,0.42857142857142855
ruminants,cohos,0,1,0.515,Ruminants,REINDEER,"Ruminants held sway ‘ereabouts, reportedly",1,1,cohos,0.5017068982124329,0.5017068982124329,0.5017068982124329,0.6178761124610901,0.4981335997581482,0.642122209072113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,8,0.5555555555555556,0,0.09090909090909091
friend,sidekicks,0,1,0.795,Friend,SPARRING PARTNER,Friend mean to protect right with standard rent rising,5,1,sidekicks,0.8124346733093262,0.6873863935470581,0.7781798243522644,0.6515376567840576,0.6515379548072815,0.6515376567840576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,0.6666666666666666,0,0.3333333333333333
hungry,fretful,0,1,0.605,Hungry,ESURIENT,Hungry new entries will accept uniform,2,3,fretful,0.5130701065063477,0.48755568265914917,0.49237075448036194,0.5670862197875977,0.44438472390174866,0.5706745982170105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.8571428571428571,0,0.2
capital,centre,0,1,0.61,capital,OSLO,Ring linked to odd elements in sale of capital,11,1,centre,0.5715285539627075,0.7650140523910522,0.48052337765693665,0.2727563977241516,0.24517269432544708,0.16960600018501282,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.8571428571428571,1,0.2222222222222222
mocks,aping,0,1,0.835,mocks,DERIDES,Travels after poor exam grades for mocks,3,1,aping,0.3734181821346283,0.34953051805496216,0.3374716639518738,0.37804967164993286,0.28620800375938416,0.4190134108066559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,1.0,0,0.0
very_much,admonishment,0,1,0.51,Very much,NO END,"Very much ungoverned, oddly defective",1,1,admonishment,0.5614384412765503,0.5614384412765503,0.5614384412765503,0.3550715744495392,0.355071485042572,0.355071485042572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,11,0.75,0,0.1875
dresses,clad,0,1,0.635,Dresses,KAFTANS,"Dresses sank unevenly, stuffed with a newspaper",19,2,clad,0.6422702074050903,0.5106385946273804,0.45554065704345703,0.5971788167953491,0.48962098360061646,0.6304148435592651,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,7,0.5714285714285714,0,0.14285714285714285
follow,resumed,0,1,0.52,Follow,DOG,"Follow, seeing daughter turn up",24,8,resumed,0.8126537799835205,0.8063327670097351,0.6386327147483826,0.5236207246780396,0.45580530166625977,0.4497191309928894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.8571428571428571,0,0.0
vehicles,autobus,0,1,0.54,vehicles,LORRIES,Parrots smuggled in rear of motor vehicles,4,2,autobus,0.7936978340148926,0.8312865495681763,0.7181065082550049,0.5432190895080566,0.5432190895080566,0.5432199239730835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.875,0,0.08333333333333333
bishops,exarch,0,1,0.635,Bishops,PONTIFFS,Bishops and pawn touching rows,3,1,exarch,0.8263158798217773,0.7321577072143555,0.4876517355442047,0.7237173318862915,0.6968259811401367,0.6362572312355042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,7,0.8571428571428571,0,0.09090909090909091
show,betrays,0,1,0.58,show,REVEAL,Celebrate about a  show,16,3,betrays,0.5570728778839111,0.6450212597846985,0.30237478017807007,0.32307469844818115,0.32335999608039856,0.3050514757633209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.5714285714285714,0,0.1
loathe,demoted,0,1,0.815,loathe,HATE,Chianti with odd exceptions English loathe,1,2,demoted,0.7480915784835815,0.7480915784835815,0.7480915784835815,0.4156557321548462,0.4156557321548462,0.4156557321548462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,6,0.8571428571428571,0,0.375
annual,feast_day,0,1,0.645,Annual,ALMANAC,Annual account about chap in Los Angeles,4,2,feast_day,0.8058080077171326,0.5185428261756897,0.7741530537605286,0.49549171328544617,0.49549171328544617,0.49549171328544617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,7,0.6666666666666666,0,0.09090909090909091
gather,packed,0,1,0.55,Gather,GLEAN,"Gather leftovers, essentially aiding needy initially",11,1,packed,0.8355504274368286,0.41500526666641235,0.6031795144081116,0.691386342048645,0.40927720069885254,0.7139261960983276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,1.0,0,0.2
run,sweep,0,1,0.725,Run,BLED,"Run like Bannister, Budd, Bolt?",57,5,sweep,0.7568697929382324,0.3306528925895691,0.5508817434310913,0.5218127965927124,0.21047943830490112,0.5957803130149841,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.6,0,0.0
hell,glory,0,1,0.64,Hell,INFERNO,Understand Roman emperor’s limits in Hell,6,3,glory,0.848954439163208,0.582775354385376,0.8291358351707458,0.5265929698944092,0.4628216624259949,0.4935758411884308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,5,0.8,0,0.14285714285714285
test,checks,0,1,0.775,Test,EXAM,Test showing reversed cut when Mike’s opening,13,1,checks,0.7031968832015991,0.5266093015670776,0.31042417883872986,0.6008671522140503,0.4795157313346863,0.5658498406410217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.6666666666666666,0,0.3333333333333333
glorify,embellish,0,1,0.555,Glorify,LIONISE,Glorify learner and clear the air,4,1,embellish,0.7682347893714905,0.76590496301651,0.6657865047454834,0.6236794590950012,0.5216059684753418,0.6059240698814392,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,0.7777777777777778,0,0.16666666666666666
