word,row,synset_name,phrase,self_ref
villa,51894,villa.n.01,<t>villa</t>: Mexican revolutionary leader (1877-1923),False
village,51895,village.n.01,<t>village</t>: a community of people smaller than a town,False
villager,51896,villager.n.01,<t>villager</t>: one who has lived in a village most of their life,False
villain,51897,villain.n.01,<t>villain</t>: a wicked or evil person; someone who does evil deliberately,False
villainous,51898,nefarious.s.01,<t>villainous</t>: extremely wicked,False
villains,51899,villain.n.01,<t>villains</t>: a wicked or evil person; someone who does evil deliberately,False
villainy,51900,villainy.n.01,<t>villainy</t>: the quality of evil by virtue of villainous behavior,False
villein,51901,serf.n.01,<t>villein</t>: (Middle Ages) a person who is bound to the land and owned by the feudal lord,False
villeinage,51902,villeinage.n.01,<t>villeinage</t>: the legal status or condition of servitude of a villein or feudal serf,False
vim,51903,energy.n.05,<t>vim</t>: a healthy capacity for vigorous activity,False
vinaigrette,51904,french_dressing.n.01,<t>vinaigrette</t>: oil and vinegar with mustard and garlic,False
vinca,51905,vinca.n.01,<t>vinca</t>: periwinkles: low creeping evergreen perennials,False
vindicate,51906,justify.v.02,<t>vindicate</t>: show to be right by providing justification or proof,False
vindicated,51907,justify.v.02,<t>vindicated</t>: show to be right by providing justification or proof,False
vindication,51908,vindication.n.01,<t>vindication</t>: the act of vindicating or defending against criticism or censure etc.,False
vindictive,51909,revengeful.s.01,<t>vindictive</t>: disposed to seek revenge or intended for revenge; - Shakespeare; - M.R.Cohen,False
vine,51910,vine.n.01,"<t>vine</t>: a plant with a weak stem that derives support from climbing, twining, or creeping along a surface",False
vinegar,51911,vinegar.n.01,<t>vinegar</t>: sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative,False
vinegars,51912,vinegar.n.01,<t>vinegars</t>: sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative,False
vinegary,51913,acetose.s.01,<t>vinegary</t>: tasting or smelling like vinegar,False
vines,51914,vine.n.01,"<t>vines</t>: a plant with a weak stem that derives support from climbing, twining, or creeping along a surface",False
vineyard,51915,vineyard.n.01,<t>vineyard</t>: a farm of grapevines where wine grapes are produced,False
vingt-et-un,51916,blackjack.n.04,<t>vingt-et-un</t>: a gambling game using cards; the object is to hold cards having a higher count than those dealt to the banker up to but not exceeding 21,False
vino,51917,wine.n.01,<t>vino</t>: fermented juice (of grapes especially),False
vintage,51918,vintage.n.01,<t>vintage</t>: a season's yield of wine from a vineyard,False
vintages,51919,vintage.n.01,<t>vintages</t>: a season's yield of wine from a vineyard,False
vintner,51920,vintner.n.01,<t>vintner</t>: someone who sells wine,False
vinyl,51921,vinyl.n.01,<t>vinyl</t>: a univalent chemical radical derived from ethylene,False
vinyls,51922,vinyl.n.01,<t>vinyls</t>: a univalent chemical radical derived from ethylene,False
viol,51923,viol.n.01,<t>viol</t>: any of a family of bowed stringed instruments that preceded the violin family,False
viola,51924,viola.n.01,<t>viola</t>: any of the numerous plants of the genus Viola,True
viola_da_gamba,51925,viola_da_gamba.n.01,<t>viola da gamba</t>: viol that is the bass member of the viol family with approximately the range of the cello,False
violas,51926,viola.n.01,<t>violas</t>: any of the numerous plants of the genus Viola,False
violate,51927,violate.v.01,<t>violate</t>: fail to agree with; be in violation of; as of rules or patterns,False
violated,51928,violate.v.01,<t>violated</t>: fail to agree with; be in violation of; as of rules or patterns,False
violating,51929,violate.v.01,<t>violating</t>: fail to agree with; be in violation of; as of rules or patterns,False
violation,51930,misdemeanor.n.01,<t>violation</t>: a crime less serious than a felony,False
violator,51931,violator.n.01,<t>violator</t>: someone who violates the law,False
violence,51932,violence.n.01,<t>violence</t>: an act of aggression (as one against a person who resists),False
violent,51933,violent.a.01,<t>violent</t>: acting with or marked by or resulting from great force or energy or emotional intensity,False
violent_disorder,51934,rampage.n.01,<t>violent disorder</t>: violently angry and destructive behavior,False
violent_storm,51935,storm.n.01,<t>violent storm</t>: a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,False
violent_storms,51936,storm.n.01,<t>violent storms</t>: a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,False
violently,51937,violently.r.01,<t>violently</t>: in a violent manner,False
violet,51938,violet.n.01,<t>violet</t>: any of numerous low-growing violas with small flowers,False
violin,51939,violin.n.01,<t>violin</t>: bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow,True
violin_maker,51940,violin_maker.n.01,<t>violin maker</t>: someone who makes violins,False
violin_section,51941,violin_section.n.01,<t>violin section</t>: the section of an orchestra that plays violins,False
violinist,51942,violinist.n.01,<t>violinist</t>: a musician who plays the violin,False
violinists,51943,violinist.n.01,<t>violinists</t>: a musician who plays the violin,False
violins,51944,violin.n.01,<t>violins</t>: bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow,False
violist,51945,violist.n.01,<t>violist</t>: a musician who plays the viola,False
violists,51946,violist.n.01,<t>violists</t>: a musician who plays the viola,False
violoncello,51947,cello.n.01,<t>violoncello</t>: a large stringed instrument; seated player holds it upright while playing,False
vip,51948,very_important_person.n.01,<t>vip</t>: an important or influential (and often overbearing) person,False
viper,51949,viper.n.01,<t>viper</t>: venomous Old World snakes characterized by hollow venom-conducting fangs in the upper jaw,False
vipers,51950,viper.n.01,<t>vipers</t>: venomous Old World snakes characterized by hollow venom-conducting fangs in the upper jaw,False
vips,51951,very_important_person.n.01,<t>vips</t>: an important or influential (and often overbearing) person,False
virago,51952,virago.n.01,<t>virago</t>: a noisy or scolding or domineering woman,False
viral_infection,51953,viral_infection.n.01,<t>viral infection</t>: infection by a virus that is pathogenic to humans,False
vireo,51954,vireo.n.01,<t>vireo</t>: any of various small insectivorous American birds chiefly olive-grey in color,False
virgil,51955,virgil.n.01,<t>virgil</t>: a Roman poet; author of the epic poem `Aeneid' (70-19 BC),False
virgin,51956,virgin.n.01,<t>virgin</t>: a person who has never had sex,False
virgin_birth,51957,parthenogenesis.n.01,<t>virgin birth</t>: human conception without fertilization by a man,False
virginal,51958,virginal.n.01,<t>virginal</t>: a legless rectangular harpsichord; played (usually by women) in the 16th and 17th centuries,False
virginia,51959,virginia.n.01,<t>virginia</t>: a state in the eastern United States; one of the original 13 colonies; one of the Confederate States in the American Civil War,False
virginia_creeper,51960,virginia_creeper.n.01,<t>virginia creeper</t>: common North American vine with compound leaves and bluish-black berrylike fruit,False
virginia_woolf,51961,woolf.n.01,<t>virginia woolf</t>: English author whose work used such techniques as stream of consciousness and the interior monologue; prominent member of the Bloomsbury Group (1882-1941),False
virginity,51962,virginity.n.01,<t>virginity</t>: the condition or quality of being a virgin,False
virgins,51963,virgin.n.01,<t>virgins</t>: a person who has never had sex,False
virgo,51964,virgo.n.01,<t>virgo</t>: (astrology) a person who is born while the sun is in Virgo,True
virile,51965,virile.s.01,<t>virile</t>: characterized by energy and vigor,False
virility,51966,virility.n.01,<t>virility</t>: the masculine property of being capable of copulation and procreation,False
virtu,51967,virtu.n.01,<t>virtu</t>: love of or taste for fine objects of art,False
virtual,51968,virtual.s.01,<t>virtual</t>: being actually such in almost every respect,False
virtually,51969,virtually.r.01,<t>virtually</t>: in essence or effect but not in fact,False
virtue,51970,virtue.n.01,<t>virtue</t>: the quality of doing what is right and avoiding what is wrong,False
virtues,51971,virtue.n.01,<t>virtues</t>: the quality of doing what is right and avoiding what is wrong,False
virtuosi,51972,ace.n.03,<t>virtuosi</t>: someone who is dazzlingly skilled in any field,False
virtuosity,51973,virtuosity.n.01,<t>virtuosity</t>: technical skill or fluency or style exhibited by a virtuoso,False
virtuoso,51974,ace.n.03,<t>virtuoso</t>: someone who is dazzlingly skilled in any field,False
virtuosos,51975,ace.n.03,<t>virtuosos</t>: someone who is dazzlingly skilled in any field,False
virtuous,51976,virtuous.a.01,<t>virtuous</t>: morally excellent,False
virtuously,51977,morally.r.02,<t>virtuously</t>: in a moral manner,False
virulence,51978,virulence.n.01,<t>virulence</t>: extreme harmfulness (as the capacity of a microorganism to cause disease),False
virus,51979,virus.n.01,<t>virus</t>: (virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein,False
viruses,51980,virus.n.01,<t>viruses</t>: (virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein,False
vis-a-vis,51981,counterpart.n.01,<t>vis-a-vis</t>: a person or thing having the same function or characteristics as another,False
visa,51982,visa.n.01,<t>visa</t>: an endorsement made in a passport that allows the bearer to enter the country issuing it,False
visaed,51983,visa.v.01,<t>visaed</t>: provide (a passport) with a visa,False
visage,51984,countenance.n.03,<t>visage</t>: the human face (`kisser' and `smiler' and `mug' are informal terms for `face' and `phiz' is British),False
visaged,51985,visaged.s.01,<t>visaged</t>: having a face or visage as specified,False
visages,51986,countenance.n.03,<t>visages</t>: the human face (`kisser' and `smiler' and `mug' are informal terms for `face' and `phiz' is British),False
viscera,51987,viscera.n.01,<t>viscera</t>: internal organs collectively (especially those in the abdominal cavity),False
visceral,51988,visceral.a.01,<t>visceral</t>: relating to or affecting the viscera,False
viscid,51989,gluey.s.01,<t>viscid</t>: having the sticky properties of an adhesive,False
viscount,51990,viscount.n.01,<t>viscount</t>: (in various countries) a son or younger brother or a count,False
viscountess,51991,viscountess.n.01,<t>viscountess</t>: a wife or widow of a viscount,False
viscounts,51992,viscount.n.01,<t>viscounts</t>: (in various countries) a son or younger brother or a count,False
viscous,51993,syrupy.s.02,<t>viscous</t>: having a relatively high resistance to flow,False
vishnu,51994,vishnu.n.01,<t>vishnu</t>: the sustainer; a Hindu divinity worshipped as the preserver of worlds,False
visible,51995,visible.a.01,<t>visible</t>: capable of being seen; or open to easy view,False
visibly,51996,visibly.r.01,<t>visibly</t>: in a visible manner,False
vision,51997,vision.n.01,<t>vision</t>: a vivid mental image,False
visionaries,51998,visionary.n.01,<t>visionaries</t>: a person given to fanciful speculations and enthusiasms with little regard for what is actually possible,False
visionary,51999,visionary.n.01,<t>visionary</t>: a person given to fanciful speculations and enthusiasms with little regard for what is actually possible,False
visions,52000,vision.n.01,<t>visions</t>: a vivid mental image,False
visit,52001,visit.n.01,<t>visit</t>: the act of going to see some person or place or thing for a short time,False
visitation,52002,trial.n.06,<t>visitation</t>: an annoying or frustrating or catastrophic event,False
