clue_id,definition,answer_wn,distractor_wn,anchor,positive,negative
642264,Stretch,streak,racking,<t>Stretch</t> no clothing when you do this run,<t>streak</t>: an unbroken series of events,<t>racking</t>: go at a rack
642267,apartment,studio,cookhouse,"Sexy man, one with ordinary <t>apartment</t>",<t>studio</t>: workplace for the teaching or practice of an art,<t>cookhouse</t>: the area for food preparation on a ship
642270,Author,ibsen,correspondent,<t>Author</t> is penning book in French,<t>ibsen</t>: realistic Norwegian author who wrote plays on social and political themes (1828-1906),<t>correspondent</t>: someone who communicates by means of letters
642276,Certain,sure,sure_enough,<t>Certain</t> coastal area is on the radio,<t>sure</t>: having or feeling no doubt or uncertainty; confident and assured,<t>sure enough</t>: as supposed or expected
642282,Found,establish,uncover,<t>Found</t> nuts a bit less hard,<t>establish</t>: set up or found,<t>uncover</t>: make visible
642287,animal,coati,pig,Adult in bed with one <t>animal</t>,<t>coati</t>: omnivorous mammal of Central America and South America,<t>pig</t>: domestic swine
642322,lift,hoist,tows,One among many to get <t>lift</t>,<t>hoist</t>: lifting device for raising heavy or cumbersome objects,<t>tows</t>: the act of hauling something (as a vehicle) by means of a hitch or rope
642336,Taught,tutored,serve,<t>Taught</t> wine after time out for revision,<t>tutored</t>: be a tutor to someone; give individual instruction,<t>serve</t>: (sports) a stroke that puts the ball in play
642341,prudes,puritans,annoyed,Jokes about RI volunteers and <t>prudes</t>,<t>puritans</t>: a member of a group of English Protestants who in the 16th and 17th centuries thought that the Protestant Reformation under Elizabeth was incomplete and advocated the simplification and regulation of forms of worship,"<t>annoyed</t>: cause annoyance in; disturb, especially by minor irritations"
642344,sweet,semolina,acerb,"In some ways, a lemon is <t>sweet</t>",<t>semolina</t>: milled product of durum wheat (or other hard wheat) used in pasta,<t>acerb</t>: sour or bitter in taste
642359,Bemused,thrown,discontented,<t>Bemused</t>  cast,<t>thrown</t>: propel through the air,<t>discontented</t>: make dissatisfied
642359,cast,thrown,register,Bemused  <t>cast</t>,<t>thrown</t>: propel through the air,<t>register</t>: an official written record of names or events or transactions
642406,igneous rock,plutonic,ammonite,"Around Beds town, image of <t>igneous rock</t>",<t>plutonic</t>: of igneous rock that has solidified beneath the earth's surface; granite or diorite or gabbro,<t>ammonite</t>: one of the coiled chambered fossil shells of extinct mollusks
642410,Retrieve,get_back,find,<t>Retrieve</t> number from Fab Four,<t>get back</t>: recover something or somebody that appeared to be lost,<t>find</t>: a productive insight
642454,Artist,raphael,naturist,<t>Artist</t> from Praha forged article of Picasso?,<t>raphael</t>: Italian painter whose many paintings exemplify the ideals of the High Renaissance (1483-1520),<t>naturist</t>: a person who practices nudity for reasons of health or religion
642457,port,karachi,docks,Smiley’s nemesis ousting large character from overseas <t>port</t>,<t>karachi</t>: the largest city in Pakistan; located in southeastern Pakistan; an industrial center and seaport on the Arabian Sea; former capital of Pakistan,<t>docks</t>: an enclosure in a court of law where the defendant sits during the trial
642459,Joint,mitre,joint,"<t>Joint</t> permit revoked, but not fully",<t>mitre</t>: joint that forms a corner; usually both sides are bevelled at a 45-degree angle to form a 90-degree corner,<t>joint</t>: (anatomy) the point of connection between two bones or elements of a skeleton (especially if it allows motion)
642475,Vehicle,caravan,toboggans,<t>Vehicle</t> adult parked between two others,<t>caravan</t>: a procession (of wagons or mules or camels) traveling together in single file,<t>toboggans</t>: a long narrow sled without runners; boards curve upward in front
642481,Cover,envelope,rivets,<t>Cover</t> of navies oddly involved in European run,"<t>envelope</t>: a flat (usually rectangular) container for a letter, thin package, etc.",<t>rivets</t>: ornament consisting of a circular rounded protuberance (as on a vault or shield or belt)
642485,occupant,tenant,workers,Article in temporary shelter for <t>occupant</t>,<t>tenant</t>: someone who pays rent to use land or a building or a car that is owned by someone else,<t>workers</t>: a person who works at a specific occupation
642491,Remedies,medicines,succour,<t>Remedies</t> powerful Italian family head cut back,<t>medicines</t>: the branches of medical science that deal with nonsurgical techniques,<t>succour</t>: assistance in time of difficulty
642528,Suffer,incur,dealt,<t>Suffer</t> at home with scoundrel,<t>incur</t>: make oneself subject to; bring upon oneself; become liable to,<t>dealt</t>: act on verbally or in some form of artistic expression
642534,Tourist,tripper,escapee,<t>Tourist</t> runs into truck,<t>tripper</t>: (slang) someone who has taken a psychedelic drug and is undergoing hallucinations,<t>escapee</t>: someone who escapes
642549,stay put,sit_tight,stick_out,"Model intoxicated, so <t>stay put</t>",<t>sit tight</t>: maintain the same position; wait it out,<t>stick out</t>: extend out or project in space
642621,bundle,sheaf,load,Female with a fine <t>bundle</t>,<t>sheaf</t>: a package of several things tied together for carrying or storing,<t>load</t>: weight to be borne or conveyed
642644,Follows,results,commends,"<t>Follows</t> Ulster, beaten by foremost of sides",<t>results</t>: a phenomenon that follows and is caused by some previous phenomenon,<t>commends</t>: express approval of
642651,royal family,dynasty,beefeaters,"Stay around after clamour, it’s said, for <t>royal family</t>",<t>dynasty</t>: a sequence of powerful leaders in the same family,<t>beefeaters</t>: officer in the (ceremonial) bodyguard of the British monarch
642687,Attractive,cute,charming,<t>Attractive</t> courtier seen every now and then,<t>cute</t>: attractive especially by means of smallness or prettiness or quaintness,<t>charming</t>: attract; cause to be enamored
642688,Slate,roast,dolomite,<t>Slate</t> rubbish about central part of case,<t>roast</t>: a piece of meat roasted or for roasting and of a size for slicing into more than one portion,<t>dolomite</t>: a kind of sedimentary rock resembling marble or limestone but rich in magnesium carbonate
642692,Curve,camber,seam,<t>Curve</t> hard to miss in part of a legislature,<t>camber</t>: a slight convexity (as of the surface of a road),<t>seam</t>: joint consisting of a line formed by joining two pieces
642704,Haphazardly,at_random,fiendishly,<t>Haphazardly</t> managed activity in site supplying bread?,<t>at random</t>: in a random manner,<t>fiendishly</t>: as a devil; in an evil manner
642726,irregular,guerrilla,rocky,"The Italian will disrupt flying, regular and <t>irregular</t>",<t>guerrilla</t>: a member of an irregular armed force that fights a stronger force by sabotage and harassment,<t>rocky</t>: abounding in rocks or stones
642741,station,earldom,office,Nightmarish ordeal — married in <t>station</t>,<t>earldom</t>: the dignity or rank or position of an earl or countess,<t>office</t>: place of business where professional or clerical duties are performed
642751,Past,late,daydream,"<t>Past</t> 10, coming round",<t>late</t>: being or occurring at an advanced period of time or after a usual or expected time,<t>daydream</t>: absentminded dreaming while awake
642761,Subservient,respectful,abstinent,<t>Subservient</t> in particular rank — nothing gets overlooked,<t>respectful</t>: full of or exhibiting respect,<t>abstinent</t>: a person who refrains from drinking intoxicating beverages
642765,Drink,chaser,dope,<t>Drink</t> when in Bordeaux’s dear,<t>chaser</t>: a person who is pursuing and trying to overtake or capture,<t>dope</t>: street names for marijuana
642766,court order,writ,remissions,Archaically penned <t>court order</t>,<t>writ</t>: (law) a legal document issued by a court or judicial officer,<t>remissions</t>: an abatement in intensity or degree (as in the manifestations of a disease)
642799,game,partridge,aikido,Character with edge in <t>game</t>,<t>partridge</t>: flesh of either quail or grouse,<t>aikido</t>: a Japanese martial art employing principles similar to judo
642805,Weaken,wear_thin,demoralised,<t>Weaken</t> soil in land,<t>wear thin</t>: deteriorate through use or stress,<t>demoralised</t>: corrupt morally or by intemperance or sensuality
642808,Supporter,braces,vanguard,<t>Supporter</t> runs behind leader in battle,<t>braces</t>: an appliance that corrects dental irregularities,<t>vanguard</t>: the leading units moving at the head of an army
642814,assembled,turned_out,fused,Untutored cast <t>assembled</t>,<t>turned out</t>: dressed well or smartly,<t>fused</t>: mix together different elements
642823,Breakfast,waffle,dines,<t>Breakfast</t> nonsense?,<t>waffle</t>: pancake batter baked in a waffle iron,<t>dines</t>: have supper; eat dinner
642826,contract,catch,stamping,What fielder tries to do for <t>contract</t>,<t>catch</t>: a drawback or difficulty that is not readily evident,<t>stamping</t>: walk heavily
642827,prince,raja,lords,"Some ruler, a Jaipur <t>prince</t>",<t>raja</t>: a prince or king in India,<t>lords</t>: terms referring to the Judeo-Christian God
642831,Bullet,dumdum,fizgig,"<t>Bullet</t> something seen in the trenches, recoiling more than once",<t>dumdum</t>: a soft-nosed small-arms bullet that expands when it hits a target and causes a gaping wound,<t>fizgig</t>: an implement with a shaft and barbed point used for catching fish
642836,Show,pageant,inscribes,<t>Show</t> tiny creature behind leaf,<t>pageant</t>: an elaborate representation of scenes from history etc; usually involves a parade with rich costumes,"<t>inscribes</t>: carve, cut, or etch into a material or surface"
642838,dictatorial,imperious,uncontrollable,Wicked describing king as <t>dictatorial</t>,<t>imperious</t>: having or showing arrogant superiority to and disdain of those one views as unworthy; ; ; ; ; ; ; - W.L.Shirer,<t>uncontrollable</t>: difficult to solve or alleviate
642840,Language,german,monologue,"<t>Language</t> closely related, though conclusion not reached",<t>german</t>: a person of German nationality,<t>monologue</t>: speech you make to yourself
642841,Tedious,tiresome,pitiful,<t>Tedious</t> Morse novel defended by couple,<t>tiresome</t>: so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain,<t>pitiful</t>: inspiring mixed contempt and pity
642842,Bean,runner,jujube,"<t>Bean</t> in nose, might you say?",<t>runner</t>: someone who imports or exports without paying duties,<t>jujube</t>: spiny tree having dark red edible fruits
642847,Rank,general,status,"<t>Rank</t> dope, real daft",<t>general</t>: a general officer of the highest rank,<t>status</t>: the relative position or standing of things or especially persons in a society
642849,Elbow,nudge,toe,"<t>Elbow</t> undressed, gash initially bandaged",<t>nudge</t>: a slight push or shake,<t>toe</t>: one of the digits of the foot
